Iterações do Simplex
================================================================================
=== Iteracao: 0 ===
             VB        x1        x2        x3        x4        x5        x6        x7        x8        x9       x10       x11        w1        w2        w3        w4        w5        w6        w7        w8        w9       w10       w11       w12       w13       w14       w15       w16       w17       w18       w19       w20       w21       w22       w23       w24       w25       w26       w27       w28       w29        a1        a2         b
            w26      4.87      0.00      0.00      0.00      0.00     12.69      9.12      0.00      0.00      3.47      0.00      0.00      0.75      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.06      0.00      0.00      1.68      0.00      0.00      0.00      0.00      0.00      1.00     -0.36      0.00      2.75     -0.71     -2.75     23.97
             x9      0.31      0.00      0.00      0.00      0.00      0.39     -0.21     -1.00      1.00     -0.17      0.00      0.00     -0.27      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.07      0.00      0.00     -0.12      0.00      0.00      0.00      0.00      0.00      0.00      0.09      0.00     -0.39      0.04      0.39      3.25
            w28      1.44      0.00      0.00      0.00      0.00      7.22      2.87      0.00      0.00      7.81      0.00      0.00     -0.28      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -1.41      0.00      0.00     -0.65      0.00      0.00      0.00      0.00      0.00      0.00      1.48      1.00     -0.55     -0.44      0.55     57.49
            x11     -0.05      0.00      0.00      0.00      0.00     -0.34     -0.37      0.00      0.00      0.14      1.00      0.00     -0.09      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.10      0.00      0.00     -0.15      0.00      0.00      0.00      0.00      0.00      0.00      0.17      0.00     -0.11      0.08      0.11      0.20
              Z      4.21      0.00      0.00      0.00      0.00     -2.41      3.99      0.00      0.00     -1.43      0.00      0.00      1.64      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.31      0.00      0.00      1.19      0.00      0.00      0.00      0.00      0.00      0.00     -0.01      0.00      2.911000000.21 999997.09      4.40

=== Iteracao: 7 ===
             VB        x1        x2        x3        x4        x5        x6        x7        x8        x9       x10       x11        w1        w2        w3        w4        w5        w6        w7        w8        w9       w10       w11       w12       w13       w14       w15       w16       w17       w18       w19       w20       w21       w22       w23       w24       w25       w26       w27       w28       w29        a1        a2         b
             x4      0.22      0.00      0.00      1.00      0.00      0.00      0.64      0.00      0.00     -0.26      0.00      0.00     -0.17     -0.08      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.03      0.00      0.00     -0.14      0.00      0.00      0.00      0.00      0.00      0.00      0.04      0.00     -0.49      0.05      0.49      3.50
             w1     -4.48      0.00      0.00      0.00      0.00      0.00     -0.74      0.00      0.00      2.11      0.00      1.00      0.30      0.84      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.28      0.00      0.00     -0.27      0.00      0.00      0.00      0.00      0.00      0.00     -1.19      0.00     -0.51     -0.23      0.51     59.57
             x3     -0.07      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00      0.17      0.00      0.00      0.09      0.03      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.21      0.00      0.00     -0.06      0.00      0.00      0.00      0.00      0.00      0.00      0.18      0.00      0.07      0.00     -0.07      1.74
             x6      0.91      0.00      0.00      0.00      0.00      1.00      0.02      0.00      0.00      0.79      0.00      0.00      0.18      0.14      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.01      0.00      0.00      0.21      0.00      0.00      0.00      0.00      0.00      0.00     -0.17      0.00      0.35      0.02     -0.35      1.50
             w4     -1.15      0.00      0.00      0.00      0.00      0.00      2.80      0.00      0.00     -2.90      0.00      0.00     -3.08     -2.12      1.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -1.23      0.00      0.00     -2.88      0.00      0.00      0.00      0.00      0.00      0.00      3.52      0.00     -4.18      0.29      4.18     12.92
             w5      3.86      0.00      0.00      0.00      0.00      0.00      5.04      0.00      0.00      4.93      0.00      0.00      0.65      0.21      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.41      0.00      0.00     -0.14      0.00      0.00      0.00      0.00      0.00      0.00     -1.02      0.00      0.08      0.43     -0.08     33.08
             w6     -0.95      0.00      0.00      0.00      0.00      0.00      2.76      0.00      0.00     -1.68      0.00      0.00     -0.27     -0.30      0.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -1.51      0.00      0.00     -1.04      0.00      0.00      0.00      0.00      0.00      0.00      2.19      0.00      0.30     -0.63     -0.30     12.49
             w7      3.10      0.00      0.00      0.00      0.00      0.00     -0.42      0.00      0.00     -5.01      0.00      0.00     -2.29     -0.84      0.00      0.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.06      0.00      0.00     -2.11      0.00      0.00      0.00      0.00      0.00      0.00      0.15      0.00     -5.35      0.38      5.35     38.62
             w8     -4.08      0.00      0.00      0.00      0.00      0.00      6.01      0.00      0.00     -1.54      0.00      0.00     -0.78     -1.03      0.00      0.00      0.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00     -0.87      0.00      0.00      0.00      0.00      0.00      0.00      1.11      0.00     -1.34     -0.81      1.34      1.90
             w9     -2.61      0.00      0.00      0.00      0.00      0.00      1.11      0.00      0.00     -5.48      0.00      0.00     -1.68      0.13      0.00      0.00      0.00      0.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.57      0.00      0.00     -1.05      0.00      0.00      0.00      0.00      0.00      0.00     -1.62      0.00     -4.23     -0.11      4.23     78.95
            w10     -8.74      0.00      0.00      0.00      0.00      0.00      6.97      0.00      0.00     -6.86      0.00      0.00     -3.63     -1.41      0.00      0.00      0.00      0.00      0.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.81      0.00      0.00     -3.49      0.00      0.00      0.00      0.00      0.00      0.00      1.38      0.00     -8.37     -0.05      8.37     60.01
            w11     -8.16      0.00      0.00      0.00      0.00      0.00      0.02      0.00      0.00    -13.90      0.00      0.00     -3.37     -1.42      0.00      0.00      0.00      0.00      0.00      0.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      1.00      0.00      0.00     -1.98      0.00      0.00      0.00      0.00      0.00      0.00      1.03      0.00     -4.81     -1.05      4.81     66.71
            w12     -1.90      0.00      0.00      0.00      0.00      0.00      4.10      0.00      0.00      0.80      0.00      0.00      0.15     -0.71      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      1.00      0.00      0.00      0.00      0.00     -1.14      0.00      0.00     -0.39      0.00      0.00      0.00      0.00      0.00      0.00      0.91      0.00      0.14      0.25     -0.14     28.53
            w13      5.18      0.00      0.00      0.00      0.00      0.00      4.23      0.00      0.00      0.95      0.00      0.00     -2.56      0.06      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      1.00      0.00      0.00      0.00      0.81      0.00      0.00     -1.95      0.00      0.00      0.00      0.00      0.00      0.00     -1.21      0.00     -5.87      0.26      5.87     87.89
            w14      0.09      0.00      0.00      0.00      0.00      0.00      1.43      0.00      0.00     -5.06      0.00      0.00     -0.05     -0.14      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      1.00      0.00      0.00     -0.91      0.00      0.00     -1.03      0.00      0.00      0.00      0.00      0.00      0.00     -0.14      0.00     -1.48      0.47      1.48      8.70
            w15     -0.17      0.00      0.00      0.00      0.00      0.00      1.19      0.00      0.00     -7.01      0.00      0.00     -2.94     -0.90      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      1.00      0.00      0.68      0.00      0.00     -1.75      0.00      0.00      0.00      0.00      0.00      0.00     -1.01      0.00     -6.47      0.36      6.47     38.84
            w16     -2.97      0.00      0.00      0.00      0.00      0.00      8.12      0.00      0.00     -2.17      0.00      0.00     -0.35      0.10      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      1.00     -0.24      0.00      0.00     -1.03      0.00      0.00      0.00      0.00      0.00      0.00     -0.58      0.00     -2.44     -0.07      2.44     36.81
             x5     -0.16      0.00      0.00      0.00      1.00      0.00      0.08      0.00      0.00      0.22      0.00      0.00     -0.02      0.10      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.09      0.00      0.00     -0.03      0.00      0.00      0.00      0.00      0.00      0.00     -0.15      0.00     -0.19     -0.04      0.19      6.15
            w18      3.36      0.00      0.00      0.00      0.00      0.00      3.72      0.00      0.00     -0.53      0.00      0.00      1.75      0.83      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.64      1.00      0.00      0.99      0.00      0.00      0.00      0.00      0.00      0.00     -2.21      0.00      2.09     -0.55     -2.09     64.42
            w19      3.32      0.00      0.00      0.00      0.00      0.00     -5.53      0.00      0.00      8.56      0.00      0.00      0.37      0.38      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.66      0.00      1.00     -0.05      0.00      0.00      0.00      0.00      0.00      0.00     -0.39      0.00      1.00      0.74     -1.00     60.73
             x2      0.31      1.00      0.00      0.00      0.00      0.00     -0.04      0.00      0.00      0.15      0.00      0.00      0.02      0.14      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.15      0.00      0.00      0.03      0.00      0.00      0.00      0.00      0.00      0.00     -0.40      0.00     -0.21      0.08      0.21      2.93
            w21     -4.64      0.00      0.00      0.00      0.00      0.00     -1.95      0.00      0.00      3.00      0.00      0.00     -1.12      0.40      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      1.51      0.00      0.00     -0.47      1.00      0.00      0.00      0.00      0.00      0.00     -2.02      0.00     -1.75     -0.02      1.75     55.04
            w22     -4.60      0.00      0.00      0.00      0.00      0.00      2.60      0.00      0.00     -6.30      0.00      0.00     -0.09     -1.05      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.05      0.00      0.00     -0.90      0.00      1.00      0.00      0.00      0.00      0.00      1.14      0.00     -0.13     -0.85      0.13     39.08
            w23    -10.85      0.00      0.00      0.00      0.00      0.00      4.12      0.00      0.00     -8.06      0.00      0.00     -3.29     -1.71      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -1.22      0.00      0.00     -3.23      0.00      0.00      1.00      0.00      0.00      0.00      3.53      0.00     -5.72     -1.07      5.72      9.63
            w24      0.95      0.00      0.00      0.00      0.00      0.00      2.51      0.00      0.00     -7.53      0.00      0.00     -0.52     -0.67      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.48      0.00      0.00     -0.73      0.00      0.00      0.00      1.00      0.00      0.00      1.37      0.00      0.58     -0.36     -0.58     38.60
            w25      2.75      0.00      0.00      0.00      0.00      0.00      6.64      0.00      0.00      9.46      0.00      0.00      1.12      0.90      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.26      0.00      0.00      0.30      0.00      0.00      0.00      0.00      1.00      0.00     -2.17      0.00     -0.41     -0.11      0.41     87.90
            w26     -6.62      0.00      0.00      0.00      0.00      0.00      8.83      0.00      0.00     -6.55      0.00      0.00     -1.59     -1.74      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.11      0.00      0.00     -1.02      0.00      0.00      0.00      0.00      0.00      1.00      1.77      0.00     -1.65     -0.97      1.65      4.91
             x9     -0.04      0.00      0.00      0.00      0.00      0.00     -0.21     -1.00      1.00     -0.48      0.00      0.00     -0.34     -0.05      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.07      0.00      0.00     -0.20      0.00      0.00      0.00      0.00      0.00      0.00      0.16      0.00     -0.52      0.03      0.52      2.66
            w28     -5.10      0.00      0.00      0.00      0.00      0.00      2.71      0.00      0.00      2.11      0.00      0.00     -1.61     -0.99      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -1.31      0.00      0.00     -2.18      0.00      0.00      0.00      0.00      0.00      0.00      2.70      1.00     -3.06     -0.59      3.06     46.65
            x11      0.26      0.00      0.00      0.00      0.00      0.00     -0.36      0.00      0.00      0.41      1.00      0.00     -0.03      0.05      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.11      0.00      0.00     -0.08      0.00      0.00      0.00      0.00      0.00      0.00      0.11      0.00      0.01      0.09     -0.01      0.71
              Z      6.39      0.00      0.00      0.00      0.00      0.00      4.04      0.00      0.00      0.47      0.00      0.00      2.09      0.33      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.28      0.00      0.00      1.70      0.00      0.00      0.00      0.00      0.00      0.00     -0.41      0.00      3.741000000.26 999996.26      8.02

=== Iteracao: 8 ===
             VB        x1        x2        x3        x4        x5        x6        x7        x8        x9       x10       x11        w1        w2        w3        w4        w5        w6        w7        w8        w9       w10       w11       w12       w13       w14       w15       w16       w17       w18       w19       w20       w21       w22       w23       w24       w25       w26       w27       w28       w29        a1        a2         b
             x4      0.35      0.00      0.00      1.00      0.00      0.00      0.45      0.00      0.00     -0.21      0.00      0.00     -0.14     -0.05      0.00      0.00      0.00      0.00     -0.03      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.03      0.00      0.00     -0.11      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.44      0.08      0.44      3.44
             w1     -8.85      0.00      0.00      0.00      0.00      0.00      5.69      0.00      0.00      0.47      0.00      1.00     -0.53     -0.26      0.00      0.00      0.00      0.00      1.07      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.22      0.00      0.00     -1.20      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -1.95     -1.11      1.95     61.61
             x3      0.57      0.00      1.00      0.00      0.00      0.00     -0.94      0.00      0.00      0.41      0.00      0.00      0.21      0.19      0.00      0.00      0.00      0.00     -0.16      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.22      0.00      0.00      0.08      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.28      0.13     -0.28      1.44
             x6      0.29      0.00      0.00      0.00      0.00      1.00      0.93      0.00      0.00      0.56      0.00      0.00      0.07     -0.02      0.00      0.00      0.00      0.00      0.15      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.01      0.00      0.00      0.08      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.14     -0.10     -0.14      1.79
             w4     11.79      0.00      0.00      0.00      0.00      0.00    -16.27      0.00      0.00      1.98      0.00      0.00     -0.60      1.15      1.00      0.00      0.00      0.00     -3.18      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -1.42      0.00      0.00     -0.10      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.08      2.88     -0.08      6.88
             w5      0.13      0.00      0.00      0.00      0.00      0.00     10.54      0.00      0.00      3.52      0.00      0.00     -0.07     -0.73      0.00      1.00      0.00      0.00      0.92      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.36      0.00      0.00     -0.94      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -1.15     -0.32      1.15     34.82
             w6      7.11      0.00      0.00      0.00      0.00      0.00     -9.11      0.00      0.00      1.36      0.00      0.00      1.27      1.73      0.00      0.00      1.00      0.00     -1.98      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -1.62      0.00      0.00      0.68      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      2.95      0.98     -2.95      8.73
             w7      3.65      0.00      0.00      0.00      0.00      0.00     -1.24      0.00      0.00     -4.80      0.00      0.00     -2.19     -0.70      0.00      0.00      0.00      1.00     -0.14      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.07      0.00      0.00     -1.99      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -5.17      0.49      5.17     38.37
            w27     -3.67      0.00      0.00      0.00      0.00      0.00      5.41      0.00      0.00     -1.39      0.00      0.00     -0.70     -0.93      0.00      0.00      0.00      0.00      0.90      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.05      0.00      0.00     -0.79      0.00      0.00      0.00      0.00      0.00      0.00      1.00      0.00     -1.21     -0.73      1.21      1.72
             w9     -8.56      0.00      0.00      0.00      0.00      0.00      9.87      0.00      0.00     -7.72      0.00      0.00     -2.82     -1.37      0.00      0.00      0.00      0.00      1.46      1.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.65      0.00      0.00     -2.32      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -6.18     -1.29      6.18     81.72
            w10     -3.67      0.00      0.00      0.00      0.00      0.00     -0.50      0.00      0.00     -4.95      0.00      0.00     -2.66     -0.13      0.00      0.00      0.00      0.00     -1.25      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.89      0.00      0.00     -2.40      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -6.70      0.96      6.70     57.64
            w11     -4.39      0.00      0.00      0.00      0.00      0.00     -5.54      0.00      0.00    -12.48      0.00      0.00     -2.65     -0.47      0.00      0.00      0.00      0.00     -0.93      0.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.94      0.00      0.00     -1.17      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -3.57     -0.29      3.57     64.95
            w12      1.46      0.00      0.00      0.00      0.00      0.00     -0.85      0.00      0.00      2.06      0.00      0.00      0.79      0.14      0.00      0.00      0.00      0.00     -0.82      0.00      0.00      0.00      1.00      0.00      0.00      0.00      0.00     -1.19      0.00      0.00      0.33      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      1.24      0.92     -1.24     26.96
            w13      0.75      0.00      0.00      0.00      0.00      0.00     10.77      0.00      0.00     -0.73      0.00      0.00     -3.41     -1.06      0.00      0.00      0.00      0.00      1.09      0.00      0.00      0.00      0.00      1.00      0.00      0.00      0.00      0.87      0.00      0.00     -2.90      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -7.33     -0.63      7.33     89.97
            w14     -0.42      0.00      0.00      0.00      0.00      0.00      2.18      0.00      0.00     -5.26      0.00      0.00     -0.15     -0.27      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00      0.00      0.00      1.00      0.00      0.00     -0.90      0.00      0.00     -1.13      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -1.65      0.37      1.65      8.94
            w15     -3.90      0.00      0.00      0.00      0.00      0.00      6.68      0.00      0.00     -8.42      0.00      0.00     -3.65     -1.84      0.00      0.00      0.00      0.00      0.91      0.00      0.00      0.00      0.00      0.00      0.00      1.00      0.00      0.73      0.00      0.00     -2.55      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -7.70     -0.38      7.70     40.58
            w16     -5.11      0.00      0.00      0.00      0.00      0.00     11.28      0.00      0.00     -2.98      0.00      0.00     -0.76     -0.44      0.00      0.00      0.00      0.00      0.53      0.00      0.00      0.00      0.00      0.00      0.00      0.00      1.00     -0.21      0.00      0.00     -1.48      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -3.15     -0.50      3.15     37.81
             x5     -0.72      0.00      0.00      0.00      1.00      0.00      0.90      0.00      0.00      0.01      0.00      0.00     -0.12     -0.04      0.00      0.00      0.00      0.00      0.14      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.10      0.00      0.00     -0.15      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.37     -0.15      0.37      6.41
            w18     -4.76      0.00      0.00      0.00      0.00      0.00     15.68      0.00      0.00     -3.59      0.00      0.00      0.19     -1.21      0.00      0.00      0.00      0.00      1.99      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.76      1.00      0.00     -0.75      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.58     -2.17      0.58     68.21
            w19      1.89      0.00      0.00      0.00      0.00      0.00     -3.42      0.00      0.00      8.02      0.00      0.00      0.10      0.02      0.00      0.00      0.00      0.00      0.35      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.64      0.00      1.00     -0.35      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.52      0.45     -0.52     61.40
             x2     -1.17      1.00      0.00      0.00      0.00      0.00      2.14      0.00      0.00     -0.41      0.00      0.00     -0.26     -0.24      0.00      0.00      0.00      0.00      0.36      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.17      0.00      0.00     -0.29      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.70     -0.22      0.70      3.62
            w21    -12.07      0.00      0.00      0.00      0.00      0.00      9.00      0.00      0.00      0.19      0.00      0.00     -2.55     -1.47      0.00      0.00      0.00      0.00      1.82      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      1.61      0.00      0.00     -2.06      1.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -4.20     -1.51      4.20     58.51
            w22     -0.41      0.00      0.00      0.00      0.00      0.00     -3.58      0.00      0.00     -4.72      0.00      0.00      0.71      0.01      0.00      0.00      0.00      0.00     -1.03      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.11      0.00      0.00     -0.01      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00      1.25     -0.02     -1.25     37.12
            w23      2.13      0.00      0.00      0.00      0.00      0.00    -15.00      0.00      0.00     -3.16      0.00      0.00     -0.80      1.56      0.00      0.00      0.00      0.00     -3.18      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -1.40      0.00      0.00     -0.45      0.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00     -1.46      1.52      1.46      3.57
            w24      5.99      0.00      0.00      0.00      0.00      0.00     -4.92      0.00      0.00     -5.62      0.00      0.00      0.45      0.60      0.00      0.00      0.00      0.00     -1.24      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.55      0.00      0.00      0.34      0.00      0.00      0.00      1.00      0.00      0.00      0.00      0.00      2.24      0.64     -2.24     36.24
            w25     -5.22      0.00      0.00      0.00      0.00      0.00     18.39      0.00      0.00      6.45      0.00      0.00     -0.41     -1.11      0.00      0.00      0.00      0.00      1.96      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.38      0.00      0.00     -1.40      0.00      0.00      0.00      0.00      1.00      0.00      0.00      0.00     -3.04     -1.70      3.04     91.63
            w26     -0.10      0.00      0.00      0.00      0.00      0.00     -0.77      0.00      0.00     -4.09      0.00      0.00     -0.34     -0.09      0.00      0.00      0.00      0.00     -1.60      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.02      0.00      0.00      0.38      0.00      0.00      0.00      0.00      0.00      1.00      0.00      0.00      0.49      0.33     -0.49      1.86
             x9      0.54      0.00      0.00      0.00      0.00      0.00     -1.07     -1.00      1.00     -0.27      0.00      0.00     -0.23      0.09      0.00      0.00      0.00      0.00     -0.14      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.07      0.00      0.00     -0.08      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.33      0.14      0.33      2.39
            w28      4.81      0.00      0.00      0.00      0.00      0.00    -11.89      0.00      0.00      5.84      0.00      0.00      0.29      1.51      0.00      0.00      0.00      0.00     -2.43      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -1.45      0.00      0.00     -0.06      0.00      0.00      0.00      0.00      0.00      0.00      0.00      1.00      0.20      1.39     -0.20     42.02
            x11      0.67      0.00      0.00      0.00      0.00      0.00     -0.97      0.00      0.00      0.57      1.00      0.00      0.05      0.15      0.00      0.00      0.00      0.00     -0.10      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.11      0.00      0.00      0.01      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.15      0.17     -0.15      0.52
              Z      4.87      0.00      0.00      0.00      0.00      0.00      6.27      0.00      0.00     -0.10      0.00      0.00      1.80     -0.05      0.00      0.00      0.00      0.00      0.37      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.30      0.00      0.00      1.38      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      3.24 999999.96 999996.76      8.72

=== Iteracao: 9 ===
             VB        x1        x2        x3        x4        x5        x6        x7        x8        x9       x10       x11        w1        w2        w3        w4        w5        w6        w7        w8        w9       w10       w11       w12       w13       w14       w15       w16       w17       w18       w19       w20       w21       w22       w23       w24       w25       w26       w27       w28       w29        a1        a2         b
             x4      0.60      0.00      0.00      1.00      0.00      0.00      0.08      0.00      0.00      0.00      0.37      0.00     -0.13      0.01      0.00      0.00      0.00      0.00     -0.07      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.08      0.00      0.00     -0.11      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.39      0.14      0.39      3.63
             w1     -9.41      0.00      0.00      0.00      0.00      0.00      6.49      0.00      0.00      0.00     -0.82      1.00     -0.57     -0.39      0.00      0.00      0.00      0.00      1.15      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.12      0.00      0.00     -1.21      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -2.07     -1.25      2.07     61.19
             x3      0.09      0.00      1.00      0.00      0.00      0.00     -0.25      0.00      0.00      0.00     -0.72      0.00      0.18      0.08      0.00      0.00      0.00      0.00     -0.09      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.14      0.00      0.00      0.07      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.18      0.01     -0.18      1.06
             x6     -0.37      0.00      0.00      0.00      0.00      1.00      1.88      0.00      0.00      0.00     -0.98      0.00      0.02     -0.17      0.00      0.00      0.00      0.00      0.25      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.10      0.00      0.00      0.07      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.27     -0.00      1.28
             w4      9.44      0.00      0.00      0.00      0.00      0.00    -12.88      0.00      0.00      0.00     -3.49      0.00     -0.77      0.62      1.00      0.00      0.00      0.00     -2.82      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -1.03      0.00      0.00     -0.14      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.44      2.27      0.44      5.07
             w5     -4.05      0.00      0.00      0.00      0.00      0.00     16.55      0.00      0.00      0.00     -6.19      0.00     -0.37     -1.66      0.00      1.00      0.00      0.00      1.54      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.33      0.00      0.00     -1.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -2.06     -1.40      2.06     31.61
